scientificName,japaneseName,order,family
Careproctus rausuensis,Tamakon-nyakuuo,Perciformes,Liparidae
Trachyrhamphus bicoarctatus,Wakayoji,Syngnathiformes,Syngnathidae
Bathophilus brevis,Marugingaeso,Stomiiformes,Stomiidae
Halicampus spinirostris,Himetogeumiyakko,Syngnathiformes,Syngnathidae
Squaloliparis dentatus,Obankon-nyakuuo,Perciformes,Liparidae
Photostomias liemi,Hokiboshieso,Stomiiformes,Stomiidae
Acentronura tentaculata,Tatsunohatoko,Syngnathiformes,Syngnathidae
Melanostomias tentaculatus,Kurohigehoshieso,Stomiiformes,Stomiidae
Careproctus rotundifrons,Himekon-nyakuuo,Perciformes,Liparidae
Phoxocampus diacanthus,Hachijoboyoji,Syngnathiformes,Syngnathidae
Careproctus pellucidus,Aobikunin,Perciformes,Liparidae
Astronesthes lucifer,Yamorihadaka,Stomiiformes,Stomiidae
Syngnathoides biaculeatus,Togeyoji,Syngnathiformes,Syngnathidae
Careproctus lycopersicus,Tomatokon-nyakuuo,Perciformes,Liparidae
Astronesthes indica,Hohojirotokagegisu,Stomiiformes,Stomiidae
Hippocampus coronatus,Tatsunotoshigo,Syngnathiformes,Syngnathidae
Paraliparis pectoralis,Muneinkiuo,Perciformes,Liparidae
Eustomias parini,Matsubasenkohoshieso,Stomiiformes,Stomiidae
Syngnathus chihiroe,Chihiroyoji,Syngnathiformes,Syngnathidae
Careproctus simus,Tengukon-nyakuuo,Perciformes,Liparidae
Opostomias mitsuii,Mitsuihoshieso,Stomiiformes,Stomiidae
Corythoichthys haematopterus,Ishiyoji,Syngnathiformes,Syngnathidae
Paraliparis wakataka,Wakatakainkiuo,Perciformes,Liparidae
Hippocampus kelloggi,Oumiuma,Syngnathiformes,Syngnathidae
Paraliparis flammeus,Homuradama,Perciformes,Liparidae
Tactostoma macropus,Hadakahoteieso,Stomiiformes,Stomiidae
Liparis punctulatus,Sunabikunin,Perciformes,Liparidae
Eustomias appositus,Darumahoshieso,Stomiiformes,Stomiidae
Festucalex amakusensis,Amakusayoji,Syngnathiformes,Syngnathidae
Nectoliparis pelagicus,Kantenuo,Perciformes,Liparidae
Bathophilus pawneei,Hosogingaeso,Stomiiformes,Stomiidae
Hippichthys spicifer,Kawayoji,Syngnathiformes,Syngnathidae
Eustomias braueri,Tamahoshieso,Stomiiformes,Stomiidae
Paraliparis entochloris,Momoiroinkiuo,Perciformes,Liparidae
Eustomias macronema,Itomehoshieso,Stomiiformes,Stomiidae
Festucalex wassi,Minamiamakusayoji,Syngnathiformes,Syngnathidae
Elassodiscus obscurus,Ukikusauo,Perciformes,Liparidae
Eustomias bifilis,Hosohigehoshieso,Stomiiformes,Stomiidae
Choeroichthys sculptus,Chigoyoji,Syngnathiformes,Syngnathidae
Pseudoliparis belyaevi,Chihirokusauo,Perciformes,Liparidae
Hippichthys cyanospilos,Hakuten-yoji,Syngnathiformes,Syngnathidae
Paraliparis dipterus,Surugainkiuo,Perciformes,Liparidae
Hippocampus kuda,Kuroumiuma,Syngnathiformes,Syngnathidae
Paraliparis grandis,Hirainkiuo,Perciformes,Liparidae
Vinciguerria nimbaria,Yabeukieso,Stomiiformes,Vinciguerriidae
Careproctus mederi,Agohigebikunin,Perciformes,Liparidae
Vinciguerria poweriae,Okiukieso,Stomiiformes,Vinciguerriidae
Liparis ochotensis,Isagobikunin,Perciformes,Liparidae
Hippocampus sindonis,Hanatatsu,Syngnathiformes,Syngnathidae
Pseudoliparis amblystomopsis,Shinkaikusauo,Perciformes,Liparidae
Vinciguerria attenuata,Ukieso,Stomiiformes,Vinciguerriidae
Doryrhamphus japonicus,Nokogiriyoji,Syngnathiformes,Syngnathidae
Pollichthys mauli,Yojieso,Stomiiformes,Vinciguerriidae
Liparis miostomus,Kokuchikusauo,Perciformes,Liparidae
Urocampus nanus,Okuyoji,Syngnathiformes,Syngnathidae
Careproctus iacchus,Oborobikunin,Perciformes,Liparidae
Bulbonaricus davaoensis,Shuyajirichin-yojiuo,Syngnathiformes,Syngnathidae
Careproctus surugaensis,Surugabikunin,Perciformes,Liparidae
Liparis burkei,Nisesokoshiro,Perciformes,Liparidae
Halicampus brocki,Nokogiriumiyakko,Syngnathiformes,Syngnathidae
Sigmops gracilis,Yokoeso,Stomiiformes,Gonostomatidae
Elassodiscus nyctereutes,Moyukukusauo,Perciformes,Liparidae
Choeroichthys brachysoma,Hashinagachigoyoji,Syngnathiformes,Syngnathidae
Cyclothone acclinidens,Senonihadaka,Stomiiformes,Gonostomatidae
Liparis frenatus,Kantembikunin,Perciformes,Liparidae
Hippocampus trimaculatus,Takakuratatsu,Syngnathiformes,Syngnathidae
Sigmops elongatus,Oyokoeso,Stomiiformes,Gonostomatidae
Micrognathus andersonii,Kammuriyoji,Syngnathiformes,Syngnathidae
Liparis owstoni,Osutonkusauo,Perciformes,Liparidae
Cyclothone atraria,Onihadaka,Stomiiformes,Gonostomatidae
Careproctus parvidiscus,Shiretokobikunin,Perciformes,Liparidae
Halicampus grayi,Umiyakko,Syngnathiformes,Syngnathidae
Cyclothone pseudopallida,Haiironihadaka,Stomiiformes,Gonostomatidae
Hippocampus haema,Himetatsu,Syngnathiformes,Syngnathidae
Careproctus shigemii,Otohimekon-nyakuuo,Perciformes,Liparidae
Cyclothone pallida,Usuonihadaka,Stomiiformes,Gonostomatidae
Urocampus yaeyamaensis,Minamiokuyoji,Syngnathiformes,Syngnathidae
Paraliparis variabilidens,Mitsubainkiuo,Perciformes,Liparidae
Gonostoma atlanticum,Tsumariyokoeso,Stomiiformes,Gonostomatidae
Kyonemichthys rumengani,Hariyoji,Syngnathiformes,Syngnathidae
Careproctus cypselurus,Aibikunin,Perciformes,Liparidae
Cyclothone obscura,Kuronihadaka,Stomiiformes,Gonostomatidae
Solegnathus lettiensis,Shinkaisumitsukiyoji,Syngnathiformes,Syngnathidae
Corythoichthys polynotatus,Oboroishiyoji,Syngnathiformes,Syngnathidae
Paraliparis rosaceus,Aoinkiuo,Perciformes,Liparidae
Margrethia obtusirostra,Renjueso,Stomiiformes,Gonostomatidae
Hippocampus denise,Kakuretatsunoko,Syngnathiformes,Syngnathidae
Liparis agassizii,Ezokusauo,Perciformes,Liparidae
Cyclothone alba,Yukionihadaka,Stomiiformes,Gonostomatidae
Microphis jagorii,Himetenguyoji,Syngnathiformes,Syngnathidae
Careproctus brevipectoralis,Nezumikon-nyakuuo,Perciformes,Liparidae
Hippocampus pontohi,Yuritatsunoko,Syngnathiformes,Syngnathidae
Careproctus colletti,Arasukabikunin,Perciformes,Liparidae
Acentronura gracilissima,Tatsunoitoko,Syngnathiformes,Syngnathidae
Careproctus ambustus,Higashikon-nyakuuo,Perciformes,Liparidae
Halicampus nitidus,Torafumiyakko,Syngnathiformes,Syngnathidae
Paraliparis ruficometes,Onagainkiuo,Perciformes,Liparidae
Hippocampus spinosissimus,Tamayoritatsu,Syngnathiformes,Syngnathidae
Careproctus macrodiscus,Ohotsukukon-nyakuuo,Perciformes,Liparidae
Hippocampus histrix,Ibaratatsu,Syngnathiformes,Syngnathidae
Paraliparis meridionalis,Ryukyuinkiuo,Perciformes,Liparidae
Syngnathus schlegeli,Yojiuo,Syngnathiformes,Syngnathidae
Paraliparis mandibularis,Agoinkiuo,Perciformes,Liparidae
Doryrhamphus dactyliophorus,Oiran-yoji,Syngnathiformes,Syngnathidae
Diodon liturosus,Hitozuraharisembon,Tetraodontiformes,Diodontidae
Rhinoliparis barbulifer,Shirohigekon-nyakuuo,Perciformes,Liparidae
Coelonotus leiaspis,Issen-yoji,Syngnathiformes,Syngnathidae
Diodon eydouxii,Yaseharisembon,Tetraodontiformes,Diodontidae
Liparis tessellatus,Bikunin,Perciformes,Liparidae
Diodon hystrix,Nezumifugu,Tetraodontiformes,Diodontidae
Careproctus zachirus,Hagoromokon-nyakuuo,Perciformes,Liparidae
Bulbonaricus brauni,Chin-yojiuo,Syngnathiformes,Syngnathidae
Chilomycterus reticulatus,Ishigakifugu,Tetraodontiformes,Diodontidae
Careproctus longibarbatus,Higebikunin,Perciformes,Liparidae
Trachyrhamphus longirostris,Itohikiyoji,Syngnathiformes,Syngnathidae
Careproctus cyclocephalus,Darumakon-nyakuuo,Perciformes,Liparidae
Diodon holocanthus,Harisembon,Tetraodontiformes,Diodontidae
Doryrhamphus naia,Kasumioiran-yoji,Syngnathiformes,Syngnathidae
Careproctus sinensis,Sekichikubikunin,Perciformes,Liparidae
Cyclichthys spilostylus,Igagurifugu,Tetraodontiformes,Diodontidae
Halicampus boothae,Hosomiyakko,Syngnathiformes,Syngnathidae
Careproctus notosaikaiensis,Notosaikaibikunin,Perciformes,Liparidae
Cyclichthys orbicularis,Meitaishigakifugu,Tetraodontiformes,Diodontidae
Careproctus marginatus,Hiregurobikunin,Perciformes,Liparidae
Paraliparis atramentatus,Inkiuo,Perciformes,Liparidae
Hippichthys penicillus,Gantenishiyoji,Syngnathiformes,Syngnathidae
Careproctus nigricans,Yogorekon-nyakuuo,Perciformes,Liparidae
Halicampus mataafae,Chabanaumiyakko,Syngnathiformes,Syngnathidae
Paraliparis anomalus,Kawariinkiuo,Perciformes,Liparidae
Takifugu stictonotus,Gomafugu,Tetraodontiformes,Tetraodontidae
Careproctus cyanogladius,Tsurugikon-nyakuuo,Perciformes,Liparidae
Canthigaster compressa,Himekinchakufugu,Tetraodontiformes,Tetraodontidae
Osteodiscus abyssicola,Tsugomoriharibankusauo,Perciformes,Liparidae
Takifugu xanthopterus,Shimafugu,Tetraodontiformes,Tetraodontidae
Canthigaster bennetti,Kazarikinchakufugu,Tetraodontiformes,Tetraodontidae
Careproctus barbatulus,Isaribibikunin,Perciformes,Liparidae
Macroramphosus sagifue,Sagifue,Syngnathiformes,Centriscidae
Takifugu porphyreus,Mafugu,Tetraodontiformes,Tetraodontidae
Careproctus roseofuscus,Tobibikunin,Perciformes,Liparidae
Macroramphosus japonicus,Daikokusagifue,Syngnathiformes,Centriscidae
Arothron nigropunctatus,Kokutenfugu,Tetraodontiformes,Tetraodontidae
Centriscus scutatus,Yoroiuo,Syngnathiformes,Centriscidae
Arothron reticularis,Wamonfugu,Tetraodontiformes,Tetraodontidae
Careproctus orri,Kujirakon-nyakuuo,Perciformes,Liparidae
Aeoliscus strigatus,Hekoayu,Syngnathiformes,Centriscidae
Canthigaster epilampra,Monkikinchakufugu,Tetraodontiformes,Tetraodontidae
Careproctus rastrinus,Sakebikunin,Perciformes,Liparidae
Arothron manilensis,Sujimoyofugu,Tetraodontiformes,Tetraodontidae
Careproctus io,Minikon-nyakuuo,Perciformes,Liparidae
Takifugu chrysops,Akamefugu,Tetraodontiformes,Tetraodontidae
Paraliparis melanobranchus,Tobiinkiuo,Perciformes,Liparidae
Takifugu oblongus,Takifugu,Tetraodontiformes,Tetraodontidae
Lipariscus nanus,Kobitokusauo,Perciformes,Liparidae
Fistularia commersonii,Aoyagara,Syngnathiformes,Fistulariidae
Canthigaster inframacula,Hokurokinchakufugu,Tetraodontiformes,Tetraodontidae
Careproctus spinulosus,Tomoshibibikunin,Perciformes,Liparidae
Canthigaster amboinensis,Gomafukinchakufugu,Tetraodontiformes,Tetraodontidae
Fistularia petimba,Akayagara,Syngnathiformes,Fistulariidae
Lagocephalus suezensis,Kaiyusenninfugu,Tetraodontiformes,Tetraodontidae
Anarhichas orientalis,Okamiuo,Perciformes,Anarhichadidae
Takifugu ocellatus,Meganefugu,Tetraodontiformes,Tetraodontidae
Parupeneus pleurostigma,Ryukyuhimeji,Syngnathiformes,Mullidae
Arothron hispidus,Sazanamifugu,Tetraodontiformes,Tetraodontidae
Parupeneus barberinoides,Indohimeji,Syngnathiformes,Mullidae
Canthigaster ocellicincta,Kumadorikinchakufugu,Tetraodontiformes,Tetraodontidae
Upeneus moluccensis,Kisujihimeji,Syngnathiformes,Mullidae
Takifugu reticularis,Amimefugu,Tetraodontiformes,Tetraodontidae
Upeneus tragula,Yomehimeji,Syngnathiformes,Mullidae
Arothron firmamentum,Hoshifugu,Tetraodontiformes,Tetraodontidae
Leptagonus frenatus,Yasetengutokubire,Perciformes,Agonidae
Tylerius spinosissimus,Ibarafugu,Tetraodontiformes,Tetraodontidae
Parupeneus multifasciatus,Ojisan,Syngnathiformes,Mullidae
Occella iburia,Saburo,Perciformes,Agonidae
Takifugu pardalis,Higanfugu,Tetraodontiformes,Tetraodontidae
Upeneus japonicus,Himeji,Syngnathiformes,Mullidae
Agonomalus proboscidalis,Atsumoriuo,Perciformes,Agonidae
Takifugu exascurus,Mushifugu,Tetraodontiformes,Tetraodontidae
Upeneus quadrilineatus,Yosujihimeji,Syngnathiformes,Mullidae
Lagocephalus spadiceus,Shirosabafugu,Tetraodontiformes,Tetraodontidae
Anoplagonus occidentalis,Nisenametokubire,Perciformes,Agonidae
Mulloidichthys vanicolensis,Akahimeji,Syngnathiformes,Mullidae
Takifugu snyderi,Shosaifugu,Tetraodontiformes,Tetraodontidae
Podothecus sachi,Tokubire,Perciformes,Agonidae
Arothron caeruleopunctatus,Ararefugu,Tetraodontiformes,Tetraodontidae
Nautichthys pribilovius,Okozekajika,Perciformes,Agonidae
Canthigaster janthinoptera,Shiborikinchakufugu,Tetraodontiformes,Tetraodontidae
Upeneus heterospinus,Yukatahimeji,Syngnathiformes,Mullidae
Sarritor leptorhynchus,Tengutokubire,Perciformes,Agonidae
Lagocephalus lunaris,Dokusabafugu,Tetraodontiformes,Tetraodontidae
Parupeneus biaculeatus,Minabehimeji,Syngnathiformes,Mullidae
Freemanichthys thompsoni,Yasetokubire,Perciformes,Agonidae
Takifugu alboplumbeus,Kusafugu,Tetraodontiformes,Tetraodontidae
Parupeneus indicus,Kobanhimeji,Syngnathiformes,Mullidae
Hypsagonus quadricornis,Tsunoshachiuo,Perciformes,Agonidae
Parupeneus heptacanthus,Takasagohimeji,Syngnathiformes,Mullidae
Lagocephalus cheesemanii,Kurosabafugu,Tetraodontiformes,Tetraodontidae
Upeneus sulphureus,Kohakuhimeji,Syngnathiformes,Mullidae
Occella kuronumai,Shiro,Perciformes,Agonidae
Takifugu obscurus,Mefugu,Tetraodontiformes,Tetraodontidae
Parupeneus insularis,Futaobiminamihimeji,Syngnathiformes,Mullidae
Pallasina eryngia,Higenagayagiuo,Perciformes,Agonidae
Arothron immaculatus,Kasumifugu,Tetraodontiformes,Tetraodontidae
Lagocephalus lagocephalus,Kumasakafugu,Tetraodontiformes,Tetraodontidae
Upeneus elongatus,Iwanagahimeji,Syngnathiformes,Mullidae
Percis japonica,Inugochi,Perciformes,Agonidae
Canthigaster valentini,Shimakinchakufugu,Tetraodontiformes,Tetraodontidae
Upeneus vittatus,Minamihimeji,Syngnathiformes,Mullidae
Hemilepidotus jordani,Nameyokosujikajika,Perciformes,Agonidae
Lagocephalus inermis,Kanafugu,Tetraodontiformes,Tetraodontidae
Parupeneus jansenii,Rokettohimeji,Syngnathiformes,Mullidae
Brachyopsis segaliensis,Shichirouuo,Perciformes,Agonidae
Canthigaster axiologus,Hanakinchakufugu,Tetraodontiformes,Tetraodontidae
Podothecus hamlini,Chishimatokubire,Perciformes,Agonidae
Takifugu flavidus,Sansaifugu,Tetraodontiformes,Tetraodontidae
Parupeneus spilurus,Okinahimeji,Syngnathiformes,Mullidae
Agonomalus jordani,Kumagaiuo,Perciformes,Agonidae
Takifugu rubripes,Torafugu,Tetraodontiformes,Tetraodontidae
Upeneus taeniopterus,Shiroganehimeji,Syngnathiformes,Mullidae
Takifugu vermicularis,Nashifugu,Tetraodontiformes,Tetraodontidae
Hemitripterus villosus,Kemushikajika,Perciformes,Agonidae
Mulloidichthys pflugeri,Ryukyuakahimeji,Syngnathiformes,Mullidae
Arothron stellatus,Moyofugu,Tetraodontiformes,Tetraodontidae
Percis matsuii,Tomboinugochi,Perciformes,Agonidae
Parupeneus cyclostomus,Marukuchihimeji,Syngnathiformes,Mullidae
Takifugu flavipterus,Komonfugu,Tetraodontiformes,Tetraodontidae
Bathyagonus nigripinnis,Sokotokubire,Perciformes,Agonidae
Parupeneus crassilabris,Futasujihimeji,Syngnathiformes,Mullidae
Takifugu bimaculatus,Futatsuboshifugu,Tetraodontiformes,Tetraodontidae
Pallasina barbata,Yagiuo,Perciformes,Agonidae
Parupeneus ciliatus,Horaihimeji,Syngnathiformes,Mullidae
Sphoeroides pachygaster,Yoritofugu,Tetraodontiformes,Tetraodontidae
Upeneus guttatus,Akanehimeji,Syngnathiformes,Mullidae
Hemilepidotus gilberti,Yokosujikajika,Perciformes,Agonidae
Arothron mappa,Keshofugu,Tetraodontiformes,Tetraodontidae
Hemilepidotus papilio,Kujakukajika,Perciformes,Agonidae
Parupeneus chrysopleuron,Umihigoi,Syngnathiformes,Mullidae
Chelonodon kappa,Okinawafugu,Tetraodontiformes,Tetraodontidae
Blepsias bilobus,Hokakeanahaze,Perciformes,Agonidae
Parupeneus barberinus,Osujihimeji,Syngnathiformes,Mullidae
Torquigener hypselogeneion,Namidafugu,Tetraodontiformes,Tetraodontidae
Lagocephalus sceleratus,Senninfugu,Tetraodontiformes,Tetraodontidae
Aspidophoroides monopterygius,Tatetokubire,Perciformes,Agonidae
Canthigaster rivulata,Kitamakura,Tetraodontiformes,Tetraodontidae
Upeneus subvittatus,Yokohimeji,Syngnathiformes,Mullidae
Blepsias cirrhosus,Isobatengu,Perciformes,Agonidae
Arothron meleagris,Mizorefugu,Tetraodontiformes,Tetraodontidae
Upeneus itoui,Sakuyahimeji,Syngnathiformes,Mullidae
Podothecus sturioides,Sametokubire,Perciformes,Agonidae
Torquigener brevipinnis,Shippofugu,Tetraodontiformes,Tetraodontidae
Occella dodecaedron,Kamutosachiuo,Perciformes,Agonidae
Torquigener albomaculosus,Amamihoshizorafugu,Tetraodontiformes,Tetraodontidae
Takifugu pseudommus,Nameradamashi,Tetraodontiformes,Tetraodontidae
Pegasus laternarius,Tengunotoshigo,Syngnathiformes,Pegasidae
Occella kasawae,Yasesaburo,Perciformes,Agonidae
Canthigaster papua,Ararekinchakufugu,Tetraodontiformes,Tetraodontidae
Pegasus volitans,Yaritengu,Syngnathiformes,Pegasidae
Hypsagonus corniger,Tongarishachiuo,Perciformes,Agonidae
Eurypegasus draconis,Umitengu,Syngnathiformes,Pegasidae
Tilesina gibbosa,Onishachiuo,Perciformes,Agonidae
Atrophacanthus japonicus,Ukeguchikawamuki,Tetraodontiformes,Triacanthodidae
Bothragonus occidentalis,Saitokubire,Perciformes,Agonidae
Triacanthodes ethiops,Shimabenikawamuki,Tetraodontiformes,Triacanthodidae
Dactyloptena tiltoni,Tongarisemihobo,Syngnathiformes,Dactylopteridae
Halimochirurgus alcocki,Nagakawamuki,Tetraodontiformes,Triacanthodidae
Dactyloptena gilberti,Okisemihobo,Syngnathiformes,Dactylopteridae
Dactyloptena orientalis,Semihobo,Syngnathiformes,Dactylopteridae
Triacanthodes anomalus,Benikawamuki,Tetraodontiformes,Triacanthodidae
Daicocus peterseni,Hoshisemihobo,Syngnathiformes,Dactylopteridae
Paratriacanthodes retrospinis,Misujikawamuki,Tetraodontiformes,Triacanthodidae
Macrorhamphosodes uradoi,Fuekawamuki,Tetraodontiformes,Triacanthodidae
Eurymen gyrinus,Yagishirikajika,Perciformes,Psychrolutidae
Bathyphylax omen,Yamikawamuki,Tetraodontiformes,Triacanthodidae
Icelus canaliculatus,Kurokorikajika,Perciformes,Psychrolutidae
Tydemania navigatoris,Sokokawamuki,Tetraodontiformes,Triacanthodidae
Triglops dorothy,Minamihokkyokukajika,Perciformes,Psychrolutidae
Icelus stenosomus,Yasekorikajika,Perciformes,Psychrolutidae
Mola alexandrini,Ushimambo,Tetraodontiformes,Molidae
Pseudoblennius marmoratus,Ayaanahaze,Perciformes,Psychrolutidae
Mola mola,Mambo,Tetraodontiformes,Molidae
Icelinus japonicus,Futasujikajika,Perciformes,Psychrolutidae
Ranzania laevis,Kusabifugu,Tetraodontiformes,Molidae
Artediellus neyelovi,Oshimaokikajika,Perciformes,Psychrolutidae
Masturus lanceolatus,Yarimambo,Tetraodontiformes,Molidae
Gymnocanthus intermedius,Aikajika,Perciformes,Psychrolutidae
Narcine timlei,Taiwanshibirei,Torpediniformes,Narcinidae
Phasmatocottus ctenopterygius,Kushibirekajika,Perciformes,Psychrolutidae
Myoxocephalus stelleri,Gisukajika,Perciformes,Psychrolutidae
Triacanthus biaculeatus,Gima,Tetraodontiformes,Triacanthidae
Artediellus schmidti,Togeokikajika,Perciformes,Psychrolutidae
Atopocottus tribranchius,Kawarianahaze,Perciformes,Psychrolutidae
Pseudoblennius percoides,Anahaze,Perciformes,Psychrolutidae
Narke japonica,Shibirei,Torpediniformes,Narkidae
Pervagor janthinosoma,Nishikikawahagi,Tetraodontiformes,Monacanthidae
Artediellus minor,Himekajika,Perciformes,Psychrolutidae
Narke dipterygia,Hakutenshibirei,Torpediniformes,Narkidae
Thamnaconus tessellatus,Goishiumazurahagi,Tetraodontiformes,Monacanthidae
Stlengis distoechus,Kushikajikamodoki,Perciformes,Psychrolutidae
Triglops pingelii,Hokkyokukajika,Perciformes,Psychrolutidae
Paramonacanthus matsuurai,Namijihagi,Tetraodontiformes,Monacanthidae
Platyrhina tangi,Uchiwazame,Torpediniformes,Platyrhinidae
Artediellus fuscimentus,Nodogurokikajika,Perciformes,Psychrolutidae
Platyrhina hyugaensis,Oninochiwa,Torpediniformes,Platyrhinidae
Rudarius ercodes,Amimehagi,Tetraodontiformes,Monacanthidae
Porocottus tentaculatus,Itofusakajika,Perciformes,Psychrolutidae
Pervagor nigrolineatus,Tatejimakawahagi,Tetraodontiformes,Monacanthidae
Vellitor centropomus,Sui,Perciformes,Psychrolutidae
Thamnaconus modestoides,Kibirekawahagi,Tetraodontiformes,Monacanthidae
Bero elegans,Bero,Perciformes,Psychrolutidae
Tetronarce formosa,Tsukimishibirei,Torpediniformes,Torpedinidae
Pseudomonacanthus macrurus,Kokutenhagi,Tetraodontiformes,Monacanthidae
Cottiusculus nihonkaiensis,Nihonkinkajika,Perciformes,Psychrolutidae
Tetronarce californica,Gomafushibirei,Torpediniformes,Torpedinidae
Cantherhines dumerilii,Hakuseihagi,Tetraodontiformes,Monacanthidae
Triglops scepticus,Niramikajika,Perciformes,Psychrolutidae
Tetronarce tokionis,Yamatoshibirei,Torpediniformes,Torpedinidae
Chaetodermis penicilligera,Higehagi,Tetraodontiformes,Monacanthidae
Pseudoblennius cottoides,Asahianahaze,Perciformes,Psychrolutidae
Acreichthys hajam,Togekawahagi,Tetraodontiformes,Monacanthidae
Gymnocanthus herzensteini,Tsumagurokajika,Perciformes,Psychrolutidae
Aluterus scriptus,Soshihagi,Tetraodontiformes,Monacanthidae
Psychrolutes phrictus,Nyudokajika,Perciformes,Psychrolutidae
Diretmoides pauciradiatus,Chigonakamuragimme,Trachichthyiformes,Diretmidae
Cottiusculus gonez,Okihimekajika,Perciformes,Psychrolutidae
Paramonacanthus oblongus,Yosogi,Tetraodontiformes,Monacanthidae
